did,dataset_name,model,num_samples,num_features,configured_eval_position,real_eval_position,inference_mean,inference_median,inference_std,inference_min,inference_max,end_to_end_mean,end_to_end_median,count,mean_metric
1464,blood-transfusion-service-center,hybrid_8l,748,4,972,374,0.016140309125185014,0.015338558703660965,0.0017179029861388087,0.015003322623670101,0.021627734415233135,0.0932478178665042,0.07946438528597355,25,0.7451918005943299
1464,blood-transfusion-service-center,hydra,748,4,972,374,0.02207605242729187,0.021820969879627228,0.0010637200676569163,0.021359826438128948,0.026569806970655918,0.10087662670761346,0.08388438913971186,25,0.7595757246017456
1464,blood-transfusion-service-center,looped_transformer_6physical_core4x2,748,4,972,374,0.01841395761817694,0.01826336979866028,0.0005347201499668664,0.018012523651123047,0.019935346208512783,0.09729359045624733,0.07707979809492826,25,0.753058660030365
1464,blood-transfusion-service-center,tabpfn,748,4,972,374,0.02170347336679697,0.021596944890916348,0.0005065193384648604,0.021349957212805748,0.02373109944164753,0.09830974780023098,0.08408696297556162,25,0.7564161419868469
1480,ilpd,hybrid_8l,583,10,972,291,0.013705901652574539,0.013367575593292713,0.0009226347517251947,0.01296961959451437,0.016477095894515514,0.11473512787371874,0.11159559898078442,25,0.7292548179626465
1480,ilpd,hydra,583,10,972,291,0.01872488297522068,0.018316050991415977,0.0014117499390400854,0.017997597344219685,0.024729679338634014,0.11304014127701521,0.11266570631414652,25,0.7332129836082458
1480,ilpd,looped_transformer_6physical_core4x2,583,10,972,291,0.015270263142883777,0.015022910200059414,0.0006727701518896686,0.014747078530490398,0.01743647363036871,0.1133093573153019,0.11121034901589155,25,0.7351219058036804
1480,ilpd,tabpfn,583,10,972,291,0.018073597587645054,0.01762434933334589,0.0012440408748155747,0.01742091402411461,0.022855661809444427,0.11771378081291914,0.11540342215448618,25,0.7389021754264832
1494,qsar-biodeg,hybrid_8l,1055,41,972,512,0.020774616785347463,0.019706224091351032,0.002786807264700968,0.019458203576505184,0.032626932486891747,0.3820051638409495,0.3392270291224122,25,0.9309940695762634
1494,qsar-biodeg,hydra,1055,41,972,512,0.02894806455820799,0.02809501625597477,0.0024451614739106893,0.027835474349558353,0.03911362122744322,0.38463533483445644,0.34055628813803196,25,0.9117385149002075
1494,qsar-biodeg,looped_transformer_6physical_core4x2,1055,41,972,512,0.024983650483191015,0.02381967566907406,0.0038093379324847195,0.023557319305837154,0.04171266593039036,0.40810417242348196,0.3436118299141526,25,0.932079267501831
1494,qsar-biodeg,tabpfn,1055,41,972,512,0.028452401459217073,0.028143739327788353,0.0011751944338387176,0.027877413667738438,0.03384048119187355,0.40822354800999167,0.3470241716131568,25,0.9339252471923828
1510,wdbc,hybrid_8l,569,30,972,284,0.015093819610774517,0.013574766926467419,0.0031441537788269303,0.012875172309577465,0.026287483051419258,0.20276901889592408,0.1814293321222067,25,0.9962894439697265
1510,wdbc,hydra,569,30,972,284,0.021979494541883467,0.019398249685764313,0.00573268434442155,0.017754855565726757,0.03776090871542692,0.19576782193034886,0.18837311770766973,25,0.9963654994964599
1510,wdbc,looped_transformer_6physical_core4x2,569,30,972,284,0.015663098953664304,0.014851686544716358,0.0017833828454859447,0.014668058604001999,0.022680790163576603,0.19969383046030997,0.18432740215212107,25,0.9964318752288819
